185    (-16,16)
186    (-12,-4)
187    (-16,-16)
188    (-16,-14)
189    (-13,-16)
190    (-16,-16)
191    (-16,-16)
192    (9,6)
193    (8,6)
194    (6,6)
195    (5,6)
196    (4,6)
197    (2,6)
198    (1,6)
199    (-1,6)
200    (-2,6)
201    (-3,6)
202    (-5,6)
203    (-6,6)
204    (-8,6)
205    (-9,6)
206    (-10,6)
207    (-12,6)
208    (-13,6)
209    (-14,6)
210    (-16,6)
211    (-16,6)
212    (-16,9)
213    (-16,13)
214    (-16,16)
215    (16,-16)
216    (-16,8)
217    (16,13)
218    (-16,7)
219    (-15,-15)
220    (-16,-14)
221    (-16,-16)
222    (-16,-16)
223    (-16,-16)
224    (10,7)
225    (9,7)
226    (7,7)
227    (6,7)
228    (4,7)
229    (3,7)
230    (2,7)
231    (1,2)
232    (-1,7)
233    (-3,7)
234    (-4,7)
235    (-5,6)
236    (-7,7)
237    (-8,6)
238    (-10,7)
239    (-11,7)
240    (-13,6)
241    (-14,6)
242    (-15,7)
243    (-16,7)
244    (-16,6)
245    (-16,12)
246    (-16,10)
247    (-16,-7)
248    (-16,1)
249    (-15,-1)
250    (-16,16)
251    (-16,-16)
252    (-10,16)
253    (-16,-14)
254    (-16,-16)
255    (-16,-16)
256    (11,7)
257    (10,7)
258    (8,7)
259    (7,7)
260    (5,7)
261    (4,7)
262    (2,7)
263    (1,7)
264    (0,7)
265    (-2,7)
266    (-3,7)
267    (-5,7)
268    (-6,7)
269    (-8,7)
270    (-9,7)
271    (-11,7)
272    (-12,7)
273    (-14,7)
274    (-15,7)
275    (-16,7)
276    (-16,8)
277    (-16,7)
278    (-16,11)
279    (-15,3)
280    (-15,2)
281    (-16,1)
282    (-16,-2)
283    (16,16)
284    (-9,-3)
285    (-16,-16)
286    (-16,-16)
287    (-16,-16)
288    (12,8)
289    (11,8)
290    (9,8)
291    (8,8)
292    (6,8)
293    (5,8)
294    (3,8)
295    (2,7)
296    (0,8)
297    (-1,7)
298    (-3,8)
299    (-4,8)
300    (-6,8)
301    (-7,8)
302    (-9,7)
303    (-10,8)
304    (-11,8)
305    (-13,8)
306    (-14,8)
307    (-16,7)
308    (-7,1)
309    (-16,6)
310    (-16,5)
311    (-16,5)
312    (-16,3)
313    (-16,-6)
314    (-16,7)
315    (-16,-16)
316    (-16,-16)
317    (-16,-16)
318    (-16,-16)
319    (-12,5)
320    (13,8)
321    (12,8)
322    (10,8)
323    (9,8)
324    (7,8)
325    (6,8)
326    (4,8)
327    (3,7)
328    (1,8)
329    (0,8)
330    (-2,8)
331    (-4,8)
332    (-5,8)
333    (-7,8)
334    (-8,8)
335    (-10,8)
336    (-11,8)
337    (-12,8)
338    (-14,8)
339    (-15,8)
340    (-16,7)
341    (-16,6)
342    (-16,6)
343    (-5,-5)
344    (-16,5)
345    (-16,3)
346    (16,16)
347    (-6,-9)
348    (-16,-16)
349    (-16,-16)
350    (-16,-16)
351    (-16,-16)
352    (14,8)
353    (13,8)
354    (11,8)
355    (10,8)
356    (8,8)
357    (6,8)
358    (5,8)
359    (3,8)
360    (2,9)
361    (0,8)
362    (-1,8)
363    (-3,8)
364    (-5,8)
365    (-6,8)
366    (-7,8)
367    (-9,8)
368    (-10,8)
369    (-12,8)
370    (-13,8)
371    (-15,8)
372    (-16,8)
373    (-16,7)
374    (-16,6)
375    (-5,0)
376    (-16,6)
377    (-16,0)
378    (-16,-1)
379    (-16,-14)
380    (-16,-16)
381    (-16,-16)
382    (-16,16)
383    (-16,-16)
384    (15,9)
385    (14,9)
386    (12,9)
387    (11,9)
388    (9,9)
389    (7,9)
390    (6,9)
391    (3,8)
392    (2,8)
393    (1,9)
394    (-1,9)
395    (-2,9)
396    (-4,9)
397    (-5,8)
398    (-7,9)
399    (-8,9)
400    (-10,8)
401    (-11,8)
402    (-13,9)
403    (-15,9)
404    (-16,9)
405    (-15,-9)
406    (-16,16)
407    (-16,16)
408    (-16,3)
409    (-11,-3)
410    (-16,-5)
411    (-16,-16)
412    (-16,-16)
413    (-16,-16)
414    (-15,12)
415    (-16,14)
416    (16,9)
417    (15,9)
418    (13,9)
419    (11,9)
420    (10,9)
421    (8,9)
422    (6,9)
423    (4,9)
424    (3,7)
425    (1,9)
426    (0,9)
427    (-2,9)
428    (-3,9)
429    (-5,9)
430    (-6,9)
431    (-8,9)
432    (-10,9)
433    (-11,9)
434    (-13,9)
435    (-14,9)
436    (-16,9)
437    (-16,9)
438    (-16,16)
439    (12,4)
440    (-16,-4)
441    (-13,-9)
442    (-16,-15)
443    (-16,-16)
444    (-16,-16)
445    (-16,14)
446    (-14,13)
447    (-16,13)
448    (16,-7)
449    (16,9)
450    (13,9)
451    (12,9)
452    (10,9)
453    (9,9)
454    (7,9)
455    (5,9)
456    (4,9)
457    (2,9)
458    (0,10)
459    (-1,9)
460    (-3,9)
461    (-4,9)
462    (-6,9)
463    (-7,9)
464    (-9,9)
465    (-11,9)
466    (-12,9)
467    (-14,9)
468    (-16,9)
469    (-16,9)
470    (-16,8)
471    (1,-15)
472    (-8,16)
473    (-16,-14)
474    (-16,-16)
475    (-16,-16)
476    (-16,-16)
477    (14,-15)
478    (-9,-10)
479    (-16,16)
480    (16,-16)
481    (16,9)
482    (14,9)
483    (13,9)
484    (11,9)
485    (10,9)
486    (8,9)
487    (6,9)
488    (5,9)
489    (3,9)
490    (1,10)
491    (0,9)
492    (-2,9)
493    (-4,9)
494    (-5,9)
495    (-7,9)
496    (-9,9)
497    (-10,9)
498    (-12,9)
499    (-13,9)
500    (-15,9)
501    (-16,8)
502    (-16,9)
503    (14,8)
504    (-9,7)
505    (-15,-16)
506    (-16,-16)
507    (-16,-16)
508    (-16,0)
509    (-13,10)
510    (-16,5)
511    (-1,-16)
512    (16,-3)
513    (16,9)
514    (15,9)
515    (14,9)
516    (12,9)
517    (11,9)
518    (9,9)
519    (7,9)
520    (5,9)
521    (4,9)
522    (2,9)
523    (0,9)
524    (-2,9)
525    (-3,9)
526    (-5,9)
527    (-6,9)
528    (-8,9)
529    (-10,9)
530    (-11,9)
531    (-14,9)
532    (-15,9)
533    (-16,9)
534    (-16,8)
535    (13,1)
536    (16,2)
537    (-16,-13)
538    (-16,-16)
539    (-16,-16)
540    (12,-6)
541    (-4,-3)
542    (-16,-4)
543    (-12,-5)
544    (16,-16)
545    (16,-3)
546    (16,9)
547    (15,9)
548    (13,9)
549    (11,9)
550    (9,9)
551    (8,9)
552    (6,9)
553    (4,9)
554    (3,9)
555    (1,9)
556    (-1,9)
557    (-2,8)
558    (-4,9)
559    (-6,9)
560    (-8,9)
561    (-10,9)
562    (-11,9)
563    (-13,9)
564    (-14,10)
565    (-16,9)
566    (-16,10)
567    (12,-8)
568    (10,4)
569    (-16,-16)
570    (-16,-16)
571    (-16,-16)
572    (-1,-6)
573    (-11,-6)
574    (-6,-13)
575    (-13,-8)
576    (16,-16)
577    (16,-16)
578    (16,9)
579    (16,9)
580    (13,9)
581    (12,9)
582    (10,9)
583    (9,9)
584    (7,9)
585    (5,9)
586    (3,9)
587    (2,8)
588    (0,8)
589    (-2,9)
590    (-3,9)
591    (-5,9)
592    (-7,9)
593    (-9,9)
594    (-11,9)
595    (-13,9)
596    (-14,9)
597    (-16,9)
598    (-16,2)
599    (12,-16)
600    (1,16)
601    (-16,-16)
602    (-16,-16)
603    (-16,-16)
604    (-13,-10)
605    (-16,-7)
606    (-16,-15)
607    (-16,-11)
608    (16,16)
609    (16,-15)
610    (16,-6)
611    (16,9)
612    (14,9)
613    (13,8)
614    (11,9)
615    (9,8)
616    (8,8)
617    (6,8)
618    (5,8)
619    (2,9)
620    (0,9)
621    (-2,8)
622    (-3,9)
623    (-5,8)
624    (-7,8)
625    (-9,8)
626    (-10,8)
627    (-12,8)
628    (-14,8)
629    (-15,8)
630    (-16,6)
631    (-16,5)
632    (-3,7)
633    (-16,-16)
634    (-16,-16)
635    (-16,-13)
636    (-15,-16)
637    (-16,-16)
638    (-16,-16)
639    (-14,-13)
640    (16,9)
641    (16,16)
642    (16,-16)
643    (16,9)
644    (16,8)
645    (14,8)
646    (12,8)
647    (10,8)
648    (8,8)
649    (6,8)
650    (5,8)
651    (3,8)
652    (1,8)
653    (-1,8)
654    (-2,8)
655    (-5,8)
656    (-6,8)
657    (-8,8)
658    (-10,8)
659    (-12,8)
660    (-13,8)
661    (-16,8)
662    (-16,7)
663    (-16,14)
664    (-4,-11)
665    (-16,-15)
666    (-14,-15)
667    (-11,-11)
668    (-16,-15)
669    (-16,-16)
670    (-16,-16)
671    (-16,-15)
672    (16,14)
673    (16,12)
674    (16,-16)
675    (16,11)
676    (16,8)
677    (15,8)
678    (13,8)
679    (11,8)
680    (9,8)
681    (7,8)
682    (5,8)
683    (3,8)
684    (1,8)
685    (0,8)
686    (-2,8)
687    (-4,8)
688    (-6,8)
689    (-7,8)
690    (-10,8)
691    (-12,8)
692    (-13,8)
693    (-15,8)
694    (-16,5)
695    (-16,-6)
696    (-7,-16)
697    (-16,-3)
698    (-16,-16)
699    (-15,16)
700    (-16,-14)
701    (-16,-16)
702    (-16,-16)
703    (0,-7)
704    (16,16)
705    (16,-4)
706    (16,11)
707    (16,13)
708    (16,9)
709    (15,8)
710    (14,8)
711    (12,7)
712    (10,7)
713    (8,7)
714    (6,8)
715    (4,7)
716    (2,7)
717    (0,7)
718    (-1,8)
719    (-3,7)
720    (-5,7)
721    (-7,7)
722    (-9,7)
723    (-11,7)
724    (-13,7)
725    (-15,7)
726    (-16,7)
727    (-12,15)
728    (-16,16)
729    (-8,-4)
730    (-14,1)
731    (-16,7)
732    (-16,-16)
733    (-16,-16)
734    (6,-15)
735    (-3,-10)
736    (16,0)
737    (16,-16)
738    (16,11)
739    (16,11)
740    (16,14)
741    (16,7)
742    (14,7)
743    (12,7)
744    (10,7)
745    (9,7)
746    (6,7)
747    (5,7)
748    (3,7)
749    (1,7)
750    (-1,7)
751    (-3,7)
752    (-5,7)
753    (-7,7)
754    (-9,7)
755    (-11,7)
756    (-12,7)
757    (-15,7)
758    (-16,7)
759    (-16,10)
760    (-16,3)
761    (-7,8)
762    (-16,8)
763    (-16,8)
764    (-16,-16)
765    (16,16)
766    (-11,-12)
767    (-14,-16)
768    (0,16)
769    (16,-6)
770    (16,11)
771    (16,12)
772    (16,-1)
773    (16,6)
774    (15,7)
775    (13,6)
776    (11,6)
777    (9,6)
778    (7,5)
779    (5,6)
780    (3,6)
781    (1,6)
782    (-1,6)
783    (-2,6)
784    (-5,6)
785    (-6,6)
786    (-8,6)
787    (-10,6)
788    (-12,7)
789    (-15,6)
790    (-16,6)
791    (-11,3)
792    (-16,-7)
793    (-9,12)
794    (-16,10)
795    (-16,9)
796    (-16,6)
797    (16,16)
798    (-16,-1)
799    (-8,-15)
800    (4,16)
801    (16,-16)
802    (16,-4)
803    (16,16)
804    (16,14)
805    (16,6)
806    (16,6)
807    (14,6)
808    (12,6)
809    (10,6)
810    (8,6)
811    (6,6)
812    (4,6)
813    (2,6)
814    (0,6)
815    (-2,5)
816    (-4,6)
817    (-6,6)
818    (-8,6)
819    (-10,6)
820    (-12,6)
821    (-14,6)
822    (-16,6)
823    (-16,7)
824    (-16,-16)
825    (-16,13)
826    (-16,10)
827    (-16,12)
828    (-15,-16)
829    (14,16)
830    (-16,-16)
831    (-16,-16)
832    (6,12)
833    (16,1)
834    (-16,16)
835    (16,12)
836    (16,9)
837    (16,9)
838    (16,5)
839    (14,5)
840    (12,5)
841    (10,5)
842    (8,5)
843    (6,5)
844    (4,5)
845    (2,5)
846    (0,5)
847    (-1,5)
848    (-3,5)
849    (-6,5)
850    (-8,5)
851    (-10,5)
852    (-12,5)
853    (-13,5)
854    (-16,5)
855    (-16,9)
856    (-16,-16)
857    (-16,4)
858    (-16,-6)
859    (-16,-2)
860    (-16,-7)
861    (-16,-16)
862    (-16,-16)
863    (-13,13)
864    (7,1)
865    (16,-15)
866    (-16,16)
867    (16,4)
868    (10,-13)
869    (3,-16)
870    (-15,-10)
871    (15,4)
872    (13,4)
873    (11,4)
874    (9,4)
875    (7,4)
876    (5,4)
877    (3,4)
878    (1,4)
879    (0,4)
880    (-3,4)
881    (-5,4)
882    (-7,4)
883    (-9,4)
884    (-11,4)
885    (-13,4)
886    (-15,4)
887    (-16,11)
888    (-16,-16)
889    (-16,-14)
890    (-16,-16)
891    (-16,-16)
892    (-12,-16)
893    (-16,-16)
894    (-16,-16)
895    (-14,-3)
896    (7,-16)
897    (16,-16)
898    (-16,0)
899    (16,-13)
900    (16,11)
901    (16,16)
902    (16,3)
903    (16,4)
904    (14,3)
905    (12,3)
906    (10,3)
907    (8,3)
908    (5,3)
909    (4,3)
910    (1,5)
911    (0,3)
912    (-3,3)
913    (-5,3)
914    (-7,3)
915    (-9,3)
916    (-11,3)
917    (-13,3)
918    (-15,3)
919    (-16,10)
920    (-16,4)
921    (-16,5)
922    (-16,5)
923    (-16,6)
924    (5,-7)
925    (-16,-16)
926    (-5,-16)
927    (-8,11)
928    (10,12)
929    (-4,8)
930    (-16,-16)
931    (16,16)
932    (15,9)
933    (14,-16)
934    (16,0)
935    (16,2)
936    (14,2)
937    (13,2)
938    (10,3)
939    (8,2)
940    (6,3)
941    (2,5)
942    (2,3)
943    (0,2)
944    (-2,2)
945    (-4,3)
946    (-7,3)
947    (-9,3)
948    (-11,2)
949    (-13,3)
950    (-15,2)
951    (-16,3)
952    (-16,12)
953    (-16,7)
954    (-16,9)
955    (16,8)
956    (-14,-6)
957    (-16,-16)
958    (-12,15)
959    (-15,7)
960    (10,-3)
961    (0,16)
962    (-12,-16)
963    (16,15)
964    (14,-1)
965    (-3,4)
966    (16,-6)
967    (16,0)
968    (15,1)
969    (13,1)
970    (11,1)
971    (9,1)
972    (6,2)
973    (5,2)
974    (2,2)
975    (0,2)
976    (-2,2)
977    (-4,2)
978    (-6,2)
979    (-8,2)
980    (-10,2)
981    (-12,2)
982    (-14,2)
983    (-16,1)
984    (-16,14)
985    (-16,8)
986    (-16,3)
987    (-1,9)
988    (-16,-8)
989    (-12,16)
990    (-4,-4)
991    (-5,-3)
992    (11,-16)
993    (1,0)
994    (-7,-16)
995    (16,0)
996    (16,-3)
997    (10,-8)
998    (13,-13)
999    (15,-8)
1000    (15,0)
1001    (14,0)
1002    (12,0)
1003    (10,0)
1004    (8,0)
1005    (5,0)
1006    (3,0)
1007    (1,0)
1008    (-1,0)
1009    (-4,0)
1010    (-5,0)
1011    (-7,0)
1012    (-10,0)
1013    (-12,0)
1014    (-14,0)
1015    (-16,0)
1016    (-16,0)
1017    (-16,0)
1018    (-16,-4)
1019    (-16,0)
1020    (-16,-2)
1021    (16,-7)
1022    (-16,-16)
1023    (-16,-16)
